id,name,price,image_url,category,stock,archivado,created_at,description,personalizable,image_urls,subcategory,descuento_porcentaje,price_cash,destacado
021f8114-943e-4eb8-b560-ab15e23a7955,Bombillon premium,38600,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786237905164_IMG_2166.jpeg,BOMBILLONES,2,false,2026-08-09 01:11:49.829439+00,Bombillon de alpaca y bronce,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786237907774_IMG_2165.jpeg""]",ALPACA,0,30900,false
035e3c25-48d0-4e7f-bc09-67f891dd93ca,Termo de acero inoxidable,25300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706487213_IMG_1837.webp,TERMOS,4,false,2026-08-02 21:34:49.509759+00,Termo de acero con pico cebador de 1lts,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706487629_IMG_1838.webp""]",ACERO INOXIDABLE,0,20250,false
0c8dd484-167b-48e0-b9fa-fe6e47c51e9c,Canasta de eco cuero,17300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786237441120_IMG_2197.jpeg,CANASTAS,10,false,2026-08-09 01:04:05.056093+00,,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786237443715_IMG_2198.jpeg""]",ECOCUERO,0,13840,false
1212c3e1-d0a5-4216-90fa-0bca9b456ab4,Torpedo criollo,46650,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786644484364_IMG_2122.jpeg,MATES,1,false,2026-08-13 18:08:08.875198+00,,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786644487357_IMG_2123.jpeg""]",TORPEDOS,0,37300,true
134b3e84-6044-47db-87e1-ccff4419e42b,Imperial algarrobo,34500,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785560241288_IMG_0707.webp,Mates,2,false,2026-08-01 04:57:23.296786+00,"Imperial de algarrobo,virola de alpaca con dije de bronce sol de mayo",false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785560242263_IMG_0709.webp""]",Algarrobos,0,27500,false
1623f1e9-2e89-4387-ac40-e083d45c007c,Kit de latas,9300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310125915_IMG_2161.jpeg,ACCESORIOS,3,false,2026-08-09 21:15:28.415941+00,,false,[],,0,7450,false
194ab98e-73a2-48f4-86f5-7573bbe52dd0,Imperial algarrobo,36000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786315174087_IMG_2140.jpeg,MATES,1,false,2026-08-09 22:39:39.155599+00,"Imperial de algarrobo, virola y base de alpaca",true,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786315176933_IMG_2139.jpeg"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786315177722_IMG_2141.jpeg""]",,0,28800,false
1a456831-c71e-47ac-92db-36144f1ef4f2,Imperial,39850,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786313492775_IMG_2066.jpeg,MATES,1,false,2026-08-09 22:11:37.923327+00,"Imperial de calabaza, virola cincelada inventada ",false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786313495527_IMG_2068.jpeg"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786313496468_IMG_2067.jpeg""]",IMPERIALES,0,31850,false
1d674cc5-0c99-4c14-80d0-5d06f76eeb0a,Canarias x500gr,8650,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785261503631_IMG_0782.webp,YERBAS,2,false,2026-07-28 17:58:27.199139+00,,false,[],CANARIAS,0,6920,false
212b84f7-840b-4f2d-a504-5f72e0eb5da0,Barao x1kg,12500,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785260481241_IMG_0773.webp,YERBAS,3,false,2026-07-28 17:41:24.066805+00,,false,[],BARAO,0,10100,false
225d187a-4279-4196-a897-e465fc7d5852,Camionero Algarrobo,18600,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785273170128_IMG_0757.webp,MATES,3,false,2026-07-28 21:12:53.545729+00,"Camionero algarrobo laqueado,virola de acero",true,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_0758.webp""]",ALGARROBOS,0,14900,false
25456b11-87b8-49c6-acfd-fb041be34f6a,Imperial algarrobo,37300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310711105_IMG_2140.jpeg,MATES,1,false,2026-08-09 21:25:15.892772+00,"Imperial de algarrobo, virola de alpaca con base de alpaca ",true,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310713404_IMG_2141.jpeg"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310714207_IMG_2139.jpeg""]",ALGARROBOS,0,29800,false
25c1356d-1f40-44da-b280-9d308b389314,Canastas  de cuero,42500,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786236894097_IMG_2212.jpeg,CANASTAS,1,false,2026-08-09 00:54:59.561994+00,,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786236896834_IMG_2213.jpeg"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786236897943_IMG_2214.jpeg""]",CUERO,0,34100,false
272e0683-a994-4f0d-af48-cba4499b5542,Baldo x1kg,15700,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785273567120_IMG_0780.webp,YERBAS,10,false,2026-07-28 21:19:30.743551+00,,false,[],BALDO,0,12500,true
295f6729-db51-47f3-a14b-befdf08d803b,Imperial Negro de Boca Jrs,48000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706807558_IMG_1797.webp,MATES,1,false,2026-08-02 21:40:10.052849+00,"Imperial de calabaza, virola de acero y fleje de alpaca",true,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706808480_IMG_1798.webp""]",IMPERIALES,0,38400,false
2b055025-4de8-4550-9c09-a7c0027b7f3c,Mate listo 750ml (autocebantes),33300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786643824730_IMG_2327.jpeg,TERMOS,10,false,2026-08-13 17:57:07.567365+00,"Mate listo 2 en 1  750ml, se hace mate y termo. Ideal para la comodidad donde lo podes llevar a todos lados",false,[],,0,26000,true
2db9760f-7b41-4047-b04d-d58a58e187a3,Imperial,48000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786314220729_IMG_2006.jpeg,MATES,2,false,2026-08-09 22:23:43.255075+00,"Imperial de calabaza, virola de acero y fleje de alpaca con dije de sol de mayo de bronce",true,[],IMPERIALES,0,38000,false
2f7e77e6-d711-4f9e-bdac-81e977880956,Bombillon liso,7300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786236630149_IMG_2188.jpeg,BOMBILLAS,10,false,2026-08-09 00:50:32.935739+00,"Bombillon acero inoxidable ",false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786236631749_IMG_2187.jpeg""]",CLASICAS,0,5850,false
2f977ee3-3f4f-4ec3-b29f-71bd99ceaffa,Yerbera de gamuza,10500,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_0794.webp,Accesorios,8,false,2026-07-28 17:35:51.577674+00,,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_0797.webp"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_0796.webp"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_1844.webp""]",,0,8500,false
3682c72a-aef4-4ed0-a47e-2034ddc293c6,Imperial Natural,40000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785377322213_IMG_1732.webp,MATES,1,false,2026-07-30 02:08:44.483383+00,"Imperial premium de calabaza,virola y base de alpaca cincelada, cuero natural",false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_1733.webp""]",IMPERIALES,0,32000,false
39e285b4-9620-49e6-a58f-c99e9441aaf2,Termo simil Stanley,38000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706433301_IMG_1840.webp,TERMOS,1,false,2026-08-02 21:33:55.550047+00,"Termo simil Stanley, capacidad 1.2lts con pico cebador",false,[],STANLEY,0,30000,false
3ac761d8-2706-4590-8d87-a17ca898c49f,Ranchero Algarrobo,32000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785273365960_IMG_0661.webp,MATES,1,false,2026-07-28 21:16:09.761448+00,Ranchero de algarrobo con dije sol de mayo de bronce,false,[],ALGARROBOS,0,25500,false
3b63cf58-4188-455e-b78c-1bcb1de3ca6c,Imperial negro,32000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785377733444_IMG_1696.webp,Mates,4,false,2026-07-30 02:15:35.816762+00,"Mate imperial de calabaza,virola y guarda de acero,cuero liso negro",false,[],Imperiales,0,25500,false
3c3cc380-d798-496a-ad6b-1255bd2c18e8,Imperial algarrobo,26700,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310870526_IMG_2124.jpeg,MATES,1,false,2026-08-09 21:27:55.717228+00,Imperial algarrobo laqueado,true,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310873042_IMG_2125.jpeg"", ""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786310873765_IMG_2126.jpeg""]",ALGARROBOS,0,21300,false
3e74adae-41fe-4472-9fc2-2bfc1b3610bd,Kit latas de afa,10000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786309972073_IMG_2156.jpeg,ACCESORIOS,1,false,2026-08-09 21:12:56.687448+00,,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786309974872_IMG_2159.jpeg""]",,0,8000,false
4425b4bc-677c-43cc-a0ed-7f34b039c5f3,Torpedo Premium,56000,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785559731482_IMG_1689.webp,MATES,1,false,2026-08-01 04:48:54.399261+00,"Torpedo premium de calabaza,virola de alpaca cincelada,base completa de alpaca y cuero repujado marron",false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785559732960_IMG_1691.webp""]",TORPEDOS,0,44500,true
44de3b9f-d5d9-4b5c-a340-eaaee68c207f,Termo media manija  negro 1lts,26500,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706592110_IMG_1835.webp,TERMOS,4,false,2026-08-02 21:36:34.624689+00,Termo de media manija de acero inoxidable de 1lts,true,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1785706593036_IMG_1836.webp""]",ACERO INOXIDABLE,0,21300,false
46d0e0f0-128a-41fb-b92d-c3e82ded4529,Reí verde Premium x1kg,15730,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/IMG_0790.webp,YERBAS,3,false,2026-07-28 17:37:58.515938+00,,false,[],REI VERDE,0,12500,false
484b2172-61d8-481c-9886-b8371639d743,Canasta eco cuero pelota,21300,https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786241341589_IMG_2189.jpeg,CANASTAS,3,false,2026-08-09 02:09:07.581712+00,,false,"[""https://uicjdiexhsdgikgkpfxd.supabase.co/storage/v1/object/public/productos/1786241344088_IMG_2190.jpeg""]",ECOCUERO,0,17050,false
